timestamp,id,link,caption,author,network,likes
10/8/16 7:35,2719232,http://imgur.com/a/qpcr6,"91964901\n You\n fug off discount australia i already covered this\n Anonymous (ID\n 2HDt2DC 10/08/16(Sat)20:24:04 No.91965015\n File: file png (160 KB, 400x250\n AND THE CANDIDATE STARTS CALLING MEXICANS RAPIST\n AND THEN HE EVADES HIS TAXES FOR DECADES\n AND THEN HE SAYS TO BILLY BUSH THAT HE'D LIKE TO GRAB WOMEN BY THEIR\n PUSSIES\n AND THE\n THE CANDIDATE BENDS OVER AND TED CRUZ STARTS LICKING HIS ASSHOLE\n AND CHRIS CHRISTIE VOMITS ALL OVER THE FLOOR WITH HIS COCK OUT\n AND MIKE PENCE STARTS MASTURBATING ALL OVER TRUMP\n THEY RE ALL PISSING AND SHITTING AND CUMMING ON EACH OTHER UNTIL THEY FINALLY STOP AND BOW\n THE TALENT AGENT SAYS, ""WHAT THE HELL DO YOU CALL THAT?""\n THE GOP SAYS\n TRUMP 2016""\n [Post a Reply]\n Return [Catalog] [Top] [Update]\n Auto]",4chan,imgur,0
10/7/16 13:44,2708624,http://imgur.com/a/tsGhC,"That's a hundred and thirty\n four pound sixteen\n Drunken\n bakers\n And the advocaa\n Pick the\n bones ou\n of that lo\n A hundred and\n twelve eighteen\n The stinking old\n Most\n Why?\n mutt can't stay.\n days\n Because this is a food\n preparation zone\n Now he's alone in the world\n Like me\n One, two, three\n How much without\n three-twenty.\n the Mido\n A hundred and twenty-two\n pound seventeen\n Soon\n You can afford the gin, the\n There's\n E vodka and the scotch\n Anything with\n een\n alcohol in\n pence change\n or that?\n Thank God\n Get out\n No advocaat\n We were short\n I had to make a decision\n How do you\n Besides, it probably\n Easy\n know?\n belongs to someone.\n Oh it did\n had to stamp on his hand\n But they died\n o get the string free\n There's no Midori neither.\n SNAP\n Your mouth is\n pissing blood",funny,imgur,0
10/7/16 1:47,2703449,http://imgur.com/wgVTz9g,UNSCATHED\n PENCE,politicalhumor,imgur,0
10/6/16 22:47,2702264,http://imgur.com/qx09jUb,Recap OfThe Vice-Presidential Debate\n and tonight we also\n current governor of the\n welcome Mike Pence...\n great state of Indiana...\n You\n That's\n must be\n not my\n tra\n mistaken.\n name.\n he was first elected\n and is now Donald\n to Congress in 2000.\n Trump's running mate.\n Never\n That's\n heard of\n not true.\n him.,politicalhumor,imgur,0
10/6/16 10:32,2696317,http://imgur.com/vbrzXLV,Why does Mike Pence always look like he's\n about to introduce legislation to outlaw the X\n Men,funny,imgur,0
10/5/16 5:48,2761878,http://imgur.com/R3wecQL,"Jeff\n shared a link.\n Add Friend\n 2 hrs\n Pence denies ""insult-driven' campaign claims while\n Trump tweets insults during VP Debate\n Trump had to get his say in.\n MASHABLE COM I BY PETER ALLEN CLARK\n O Alex\n and 9 others\n 1 Comment 1 Share\n Like Comment\n Share\n Joanna\n I'shanah Tovah!\n May this\n New Year\n be filled with\n health and\n happiness for\n you and\n your family.\n Like Reply 2 hrs",oldpeoplefacebook,imgur,0
10/5/16 4:04,2761810,http://imgur.com/2kmgeKw,"File: Nk69ih7\n jpg (191 KB, 1208x1549)\n E Anonymous (ID: hH4oxsdz E 10/05/16(Wed)05: 15:25 No. 91555394 [Reply] 2291560266 >>91560861 >>91555989 2291556059 >>91556191\n 915\n Tweet\n 91557363 91557424 91557475 >>91557702 91557990 91558311 >>91558997 >>91559501 >91559505 >>91559720\n Dave Thomason\n Since Pence fucked up this debate, what do you think he could have done better? Regardless, he may have cost Trump the presidency tonight.\n Why does Mike Pence always look like\n he's about to introduce legislation to\n Showing all replies\n outlaw the X-Men\n Anonymous (ID\n 30h+600R F 10/05/16(Wed)05: 17:15 No. 91555637\n You really are going nuts, aren't you?\n Anonymous (ID: WRekwzc6 10/05/16(Wed)05: 19:49 No.91555989\n 91555394 (OP)\n He could've broken his foot off in your CTR faggot ass.\n Anonymous (ID: 3G5b5dwn) 10/05/16 (Wed)05:20:17 No.91556059 91558628\n File: Record Corrected\n jpg (32 KB, 390x413)\n 91555394 (OP)\n Anonymous (ID\n JoaqxDkE E 10/05/16(Wed)05:21:14 No. 91556191\n 91555394 (OP)\n that tweet\n probably because you look like a mutant\n Anonymous (ID\n wmomwAt 10/05/16(Wed)05:21:52 No.91556278\n 91555394 (OP)\n Go Correct The Retard elsewhere, thanks.\n Anonymous (ID\n C731CTynJO) ES 10/05/16(Wed)05: 25:45 No.91556791\n >>91557879 >>91558932 >>91559275 >>91559441 91559837 91559950\n 91555394 (OP)\n Seriously. Pence looked like such a hypocrite. How can someone be against gay marriage and still fuck a man in the ass that hard?",4chan,imgur,0
10/5/16 3:12,2692701,http://imgur.com/4hxCAfW,You whipped\n out that Mexican\n thing again.\n Mike Pence.\n GOP Candidate for VP of the United States,politicalhumor,imgur,0
10/5/16 1:25,2684886,http://imgur.com/aaQaOEz,"Ivp debatel\n MODERATOR: ur running mate supported\n the iraq war\n PENCE: Well\n trump ziplines in WRONG\n MODERATOR: mr trump ucannot be here\n 10/4/16, 5:18 PM\n 147\n RETWEETS\n 364\n LIKES",politicalhumor,imgur,0
10/4/16 13:41,2677279,http://imgur.com/PjZa9M1,TRUMP\n PENCE ã€Å\n Eill\n 01\n 2,funny,imgur,0
10/3/16 4:06,2658480,http://imgur.com/H7Ob55y,I DON'T LIKE\n THE LOOKS OF THIS\n TRUMP\n PENCE A A,politicalhumor,imgur,0
9/22/16 9:20,2473543,http://imgur.com/a/cNUBp,"10:19\n o 12%\n https\n www.amazon.co.uk\n 11\n amazon.co.uk\n Prime\n Helix\n 64\n Helix H01040 10cm 180 Degree Protractor\n 70 80\n SE olgu Helix\n H01\n RRP: Â£24.50\n Price: Â£1.04 FREE UK delivery\n You Save: Â£23.46 (96%)\n Note: Not eligible for Amazon Prime.\n In stock\n Estimated delivery 24 28 Sep. when you choose\n Express Delivery at checkout. Details\n Dispatched from and sold by AONESTATIONERY.\n Qty: 1\n Y Add to Basket\n\n 12%\n 10:18\n A high precision instrument at an\n unbelievably low price\n By Daniel Staniforth 21 Sept. 2012\n For years I used low quality pieces of hemispheric\n plastic purchased at super outlets like Asda. used to\n wonder why when I measured angles the totals came out\n as ""Pink"" or ""Apples."" T was lucky enough to come across\n this instrument at a small store in West London for the low\n low price of eighteen pounds and sixty pence.\n purchased it and have discovered things about maths l\n never knew! Who was aware that most triangles had\n angles which added up to 180 degrees! Ir that circles had\n twice that many degrees in them!\n am buying a dozen of these as Christening presents for\n my nieces and godchildren, and possibly one or two for\n my wife!\n I am amazed, goggleblasted and smack jabbered that\n Amazon is able to offer such a superb quality piece of\n highly accurate machinery as this at such a ridiculously\n low price. I urge people to bulk buy these while the stock\n is so cheap and store them under your stairs until you\n have need of angle measurement that has no equal! Helix\n should be awarded some sort of Knighthood for being\n able to produce such technological wonders\n Apple beware the iPhone5 has nothing on this\n Protractor."" To achieve this many degrees on one\n hemisphere has changed the game again. This is the\n most exciting thing to happen to angles since Pythagoras!\n 10 centimetres, 180 degrees! It doesn't take a genius!\n Buy one now! Buy one for your Mum, and two for your\n Uncles! Amazeballs!",funny,imgur,0
9/21/16 6:37,2453536,http://imgur.com/a/XAn0w,If I had a bowl of skittles and I told you\n just three were skittles & the rest were\n LSD. Would you take a handful?\n That's our Trump/Pence policy problem\n TRU M P FUCK AMERICA UP!\n P E N CCE,politicalhumor,imgur,0
9/20/16 21:04,2448002,http://imgur.com/JARDvc0,If you had a bowl of Skittles\n and you kept\n finding a fascist hairy orange one sitting\n next to all the NORMAL ones...\n Wouldn't you feeditto your dog.\n So you could watch\n him poop it out the\n next day....\n TRUMP\n MAKE tles\n GREAT AGAIN!\n PENCE,politicalhumor,imgur,0
9/20/16 2:16,2432449,http://imgur.com/YGkNITr,"nou cannot help men permanently by\n TRUMP PENCE doing for them what they could\n 2016\n and should do for themselves\n The stronges\n eason forthe people to\n retain the rightio keep and beararmsis,\n asalast resort, to protectthemselves\n against tyrannyingovernment.\n OCT\n IN GOD\n WE TRUST\n 16\n DONALD TRUMP\n FOR PRESIDENT 2016\n IN NEWS\n OVER AMILLON COPS\n OUR STREETS TODAI",trashy,imgur,0
9/19/16 4:40,2420390,http://imgur.com/thdiQ8p,"SOMETIMES IT FEELS eooD\n I'm NIck Jonas, and 1\n was In a sibling boy band. Ask me anything.\n I umaa\n t nton Losing\n Millenniel Support Nationally and in Key Stetes\n 4732\n NE\n Eterktx Elizabeth Warren wents Wiels largo CEC eld accountable\n Sanders:\n Nobody's ever asked me where was born\n 4674 THE\n ebc Mke Pence Says His Role Model tor Vice President s Dick Cheney\n NEWS\n Donald Trump's campaign manager says rape would not exist ifwomen were stronger\n rd\n Daily\n t Judge Curiel No Delay in Trial over Trump University\n tresonanderge\n t Poll Clinton has 9-point lead over Trump in Pennsylvania th. Rcom\n Kasich Trump oves Obama apology Dr birther cam caim\n TOJUSTANATCHITALL BURN.\n Kasit\n in, Trump Nxds lo",AdviceAnimals,imgur,0
9/10/16 15:32,2324791,http://imgur.com/qKTjr4p,"64% 11:26 AM\n Pence's 2015 R\n /r/politics\n 19\n In] points 3 hours ago\n So a governor and candidate for vice president paid 8%\n income tax\n Meanwhile, work at walmart and make $10.50/hr, and I\n paid a 16% rate on my last paycheck.\n A ROOT\n A PARENT\n DONE\n HIDE\n y IN] points 40 minutes ago*\n 10.50 an hour 40 hours a week, is 21,840 in a year\n 21,840 standard deduction for single person (6,300)\n 15,540 personal exemption (4,050)\n Taxable income is 11,490\n You pay 10% on the first 9,275.00 and 15% after that\n You pay 1259.75 or 5.7%\n So either you will get a tax return check because you\n improperly filled out your paperwork, or is lies\n This is with deductions that everyone, in your tax bracket\n gets. If you had one child you wouldn't pay any taxes at\n Edit: I am pro Hillary, l just dont like bad discussions of\n taxes, because it is just pointless\n IN] points 23 minutes ago\n Correct! We need to have intellectually accurate",quityourbullshit,imgur,0
8/19/16 20:41,2077142,http://imgur.com/T8emByC,"Anonymous (ID\n VadUDT5k E\n 08/19/16 (Fri) 16:29:48 No.85895861\n I'm a staffer with the Trump\n campaign, just in Norway for a few\n days. The campaign is literally\n falling apart. Trump and Pence are\n growing more bitter towards each\n other behind the scenes, his\n 25 KB JPG\n advisors are all considering\n jumping ship, and Trump himself is starting to crack\n under the weight. I've personally been delivering\n more and more pain medication to him over the\n past few weeks ever since the RNC. Whatever\n poker face he had in the public eye before this\n week is likely going to fade away very soon, the\n presidency is literally giving him full-on panic\n attacks and dangerous blood pressure. I've heard\n him screaming behind locked doors about how he\n can't keep up the charade anymore and that he has\n absolutely nothing ready for the debates in terms of\n a strategy or range of issues. Paul Manafort has\n just announced he will leave the campaign, and he\n will likely followed by the bulk of Trump's advisory\n team, leaving him dead in the water, because this\n man doesn't know politics to save his life. He\n knows he'll bomb at the debates, he knows his poll\n numbers are slipping, he knows everyone with any\n common sense in his own campaign is getting the\n fuck outta dodge before it crashes and burns\n I've been wanting to say this for weeks now and I\n don't have anywhere else to go without taking to\n the press. If you have a question please ask.\n They'll never know I came here",4chan,imgur,0
8/17/16 15:46,2039064,http://imgur.com/lMG5Oau,"I'm Donald Trump and this\n is my campaign. work here with\n my Running Mate Mike Pence and\n my Spokesperson Katrina Pierson.\n The beautiful thing about me is\n m very rich.\n One thing I've learned after more than a year\n on the campaign trail is, you never know\n WHAT is gonna come out of my mouth\n T\n TRU MM P\n MAKE AMERICA GREAT AGAIN!",me_irl,imgur,0
8/17/16 10:53,2039257,http://imgur.com/YIi9Bga,"TRUMP-PENCE TRUMPETS"" YES THE ""TRUMP OF GOD\n (1Corinthians 15:51) & (1Thessalonians 4:16) October 2nd, sunset\n JerUSAlem time, begins Hebrew Year 5777!!! HUNDREDS OF SIGNS FOR THE\n FIRST TIME EVER AN UNPRECEDENTED EPIC CONVERGENCE\n EXAMPLE: muslim turks take JerUSAlem in 1517 and lose it to General Allenby\n EXACTLY as predicted 8 Jubilees later on the first day of Hanukkah in 1917.\n Then the NEXT Jubilee is the ""Six DAY WAR"" in 1967. EXACT! Wow, already\n the next Jubilee is here! Be Rapture Ready or as Jesus Warns us plainly, you\n will remain here for the Tribulation which will be ""the worst time that ever was\n or ever will be"" Think of it..just one EMP and lights out...no food no water no\n transportation.. riots...fires...oh and hundreds of nuclear storage pools\n overheat and nuclear fires everywhere just like F\n US-hima!\n 9 SEE\n Hundreds of Proofs at my Facebook page\n U DoD)\n Like Reply\n 1 41 mins",thefacebookdelusion,imgur,0
8/5/16 14:30,1817397,http://imgur.com/7rNwjnv,NOOING\n THE GOP\n COMING UP:\n FLORIDA ZIKA\n FIGHT\n WHAT TRUMP\n SAW\n PENCE EXCLUSIVE\n NTERVIEW\n 1 YEAR-OLD'S\n HARD QUESTION\n WOOING THE GOP\n LIVE\n CLINTON REACHES OUT TO WARY REPUBLICANS\n MSNBC YEARS\n L. NEARLY DOUBLING THE FIVE-POINT ADVANTAGE SHE HELD OVER HER\n 8:25AM MT,facepalm,imgur,0
8/2/16 18:50,1761783,http://imgur.com/qZ4i7bg,MAKE\n ** GREAT!\n â˜…ë¶€\n PENCE N\n CI\n At\n U20-GN A\n EG\n NTRUMP A\n AMERICA,funny,imgur,0
7/31/16 22:46,1723344,http://imgur.com/RgdeucC,"Now that Pence willbe flying aroundthe country\n campaigning for Trump, The Donaldfigured it Wouldbe\n good to have Penceflyin a planethat saidSomething\n other than just Trump.\n Pence received an aircraft from Trump that not only had TrumpPence\n written on it, ithad a completely different color scheme that vaguely resembles\n Ar Force One. The aircraft is painted white and blue, just like the what the\n president flies around in all the time. That is sure to annoy the living daylights\n out of President Barack Obama and Hillary Clinton. The new plane is pictured\n below, side-by-side a picture ofAlr Force One for easy comparison\n P E N C E\n @AMERICAN EXCEPTIONALISM",forwardsfromgrandma,imgur,0
7/29/16 19:26,1679647,http://imgur.com/7juAkcv,"Mike Pence: Politics is No Place for ""Name Calling\n nbonews.com\n NBC\n submitted 50 minutes ago by MizzouRah22\n NEWS 15 comments\n share\n save hide report\n Trump goes after little' Michael Bloomberg on Twitter nypost.com\n submitted 51 minutes ago by restore democracy\n 16 comments\n share\n save hide report",politicalhumor,imgur,0
7/25/16 13:58,1613164,http://imgur.com/QEM6dG2,"The Latest From Twitter\n Follow @Lindsey Graham SC\n I think millions of Americans will soon find find the VP candidates Governor Mike\n Going out on limb here\n I don't see\n this to be the case as well.\n Pence and Senator Tim Kaine\n more\n @TedCruz in Trump's Cabinet.\n https://t.co/2Mo2C1lo2K\n palatable than the presidential nominees.\n Posted July 29, 2016\n Posted July 30, 2016\n Posted July 30, 2016",facepalm,imgur,0
